"name","site"
"Marquart-PyattS","KBS"
"MarshallC","CWT"
"Martens-HabbenaW","FCE"
"MartinC","CAP"
"MartinM","HBR"
"MartinT","KBS"
"MartinezN","MCM"
"MartinezO","LUQ"
"Martinez HeldA","FCE"
"MartinsonD","PAL"
"MartzT","CCE"
"MasielloC","SEV"
"MasielloC","KBS"
"MaslesM","CAP"
"MassaE","FCE"
"MassieJ","FCE"
"MatherM","PIE"
"MatsonP","SBC"
"MattaS","LUQ"
"MatthesJ","HBR"
"MauA","LUQ"
"MaurerG","SEV"
"MauritzM","BNZ"
"MauritzM","JRN"
"MayedoA","AND"
"MayfieldM","KNZ"
"Mayol-BraceroO","LUQ"
"MazzeiV","FCE"
"MazzottiF","FCE"
"McCallA","KBS"
"McClellandJ","BLE"
"McCluneyK","CAP"
"McClureJ","MCM"
"McConaghieJ","BES"
"McConnellM","BNZ"
"McDanielM","KBS"
"McDonaldA","FCE"
"McDonnellJ","PAL"
"McDowellN","SEV"
"McDowellW","LUQ"
"McEntireK","CWT"
"McFaddenL","SEV"
"McFarlandJ","BNZ"
"McGeeS","LUQ"
"McGillB","KBS"
"McGinleyK","LUQ"
"McGlatheryK","VCR"
"McGrawK","CAP"
"McGuireA","BNZ"
"McGuireK","HBR"
"McGuireK","LUQ"
"McHaleM","CAP"
"McIvorC","FCE"
"McKaneR","AND"
"McKeeD","PAL"
"McKennaO","JRN"
"McKnightD","MCM"
"McLarenJ","ARC"
"McLarneyB","CWT"
"MclaughlinJ","SEV"
"McMeansB","BLE"
"McMinnC","KBS"
"McNicolG","LUQ"
"McTigueN","BLE"
"McWilliamsJ","SBC"
"MeadorJ","CWT"
"MedeirosP","GCE"
"MeerowS","CAP"
"MeierC","NWT"
"MeileC","GCE"
"MelackJ","SBC"
"Melendez-AckermanE","LUQ"
"Melendez-ColomE","LUQ"
"MelilloJ","HFR"
"Menden-DeuerS","NES"
"MendenhallC","MCM"
"Mendoza-IslasH","NGA"
"Mendoza-IslasH",""
"MeredithM","PAL"
"MesaX","FCE"
"MessysazA","MCR"
"MetivaM","KBS"
"MeyerG","SEV"
"MeyerS","HFR"
"MeyerhofM","SBC"
"MezoJ","KBS"
"MichaudM","BES"
"MiddelA","CAP"
"MielkeT","CDR"
"MilesT","PAL"
"MillarN","KBS"
"MillerA","CCE"
"MillerD","CWT"
"MillerG","PIE"
"MillerR","SBC"
"MillerS","BNZ"
"MillerT","SEV"
"MillerW","GCE"
"MilliganP","PIE"
"MillsA","VCR"
"MilneB","SEV"
"MiniatC","CWT"
"MinoL","KNZ"
"MinochaR","HBR"
"MishraD","GCE"
"MisraV","FCE"
"MistryS","NCO"
"MitchellG","CCE"
"MitchellM","HBR"
"MitchellN","SEV"
"MobilianC","GCE"
"MobleyM","AND"
"ModestM","PAL"
"MoellerH","SBC"
"MoldenkeA","AND"
"MoleyP","KNZ"
"MollesM","SEV"
"MolotchN","NWT"
"MoncadaA","FCE"
"MoncriefN","VCR"
"MongerC","JRN"
"Montes-HugoM","PAL"
"MontgomerieC","BNZ"
"MontgomeryR","CDR"
"MoorcroftP","HFR"
"MooreC","CWT"
"MooreD","SEV"
"MooreJ","ARC"
"MooreL","VCR"
"MooreT","KNZ"
"MoranJ","KBS"
"MoreauJ","AND"
"MorenoC","PAL"
"MorenoI","LUQ"
"MorenodelasHerasM","SEV"
"Morgan-KissR","MCM"
"MorrisJ","FCE"
"MorrisM","NCO"
"MorrisonA","ARC"
"MorseJ","NWT"
"MortonJ","GCE"
"MoseleyC","AND"
"MotterK","AND"
"MozumderP","FCE"
"MudgeJ","SEV"
"MuldavinE","SEV"
"MulderC","BNZ"
"MullerE","MCR"
"MungerJ","HFR"
"Munoz-EricksonT","LUQ"
"MunsonS","SEV"
"MunstermanK","MCR"
"MurphyS","LUQ"
"MurrayR","AND"
"MuscarellaB","SEV"
"MuscarellaR","LUQ"
"MutschlecnerA","BNZ"
"MyersA","KBS"
"MyersK","MCM"
"MyersM","MCM"
"MyintS","CAP"
"MyroldD","AND"
"NadoumS","JRN"
"NagarkarM","CCE"
"NahataS","AND"
"NahrawiH","GCE"
"NaporaK","GCE"
"NardelliS","PAL"
"NarducciA","FCE"
"NataliS","ARC"
"NatvigD","SEV"
"NaylorA","JRN"
"NeffJ","NWT"
"NeighborsC","BNZ"
"NeillC","PIE"
"NeilsonB","ARC"
"NelsonC","SBC"
"NelsonC","JRN"
"NelsonJ","PIE"
"NelsonJ","FCE"
"NelsonM","AND"
"NettletonB","VCR"
"NeubertM","NES"
"NeumannK","MCR"
"NeumannR","BNZ"
"NeupaneA","JRN"
"NewsomeS","SEV"
"NicholsR","PAL"
"NickelsC","CCE"
"NicklenF","BNZ"
"NickolsK","MCR"
"NidziekoN","SBC"
"NilonC","BES"
"NippertJ","KNZ"
"NiuF","JRN"
"NocentiniA","FCE"
"NoeG","FCE"
"NoeW","SEV"
"NooneD","AND"
"NorbyR","LUQ"
"NorlinS","NCO"
"NormanJ","KBS"
"NovickK","CWT"
"NowacekD","PAL"
"NowakD","BES"
"NwigbojiI","JRN"
"NyaupaneK","JRN"
"NytchC","LUQ"
"O'BrienM","SBC"
"O'ConnellJ","GCE"
"O'ConnellK","AND"
"O'ConnorR","KNZ"
"O'DonnellJ","BNZ"
"O'KeefeJ","HFR"
"O'NealN","BNZ"
"O'NealP","KNZ"
"OatesL","KBS"
"OberbauerS","FCE"
"OberhauserK","CDR"
"Ocasio-TorresM","FCE"
"OehmN","FCE"
"OgdenL","FCE"
"OhlertT","SEV"
"OhlmannJ","SBC"
"OhmanM","CCE"
"OishiC","CWT"
"OkamotoD","SBC"
"OkinG","JRN"
"OllingerS","HFR"
"OlmstedC","NTL"
"OlnesJ","BNZ"
"OlsenH","MCM"
"OlsenK","AND"
"OlsonK","KNZ"
"OlsonK","BNZ"
"OlssonA","BNZ"
"OmariH","JRN"
"OngR","KBS"
"OnwukaI","FCE"
"OpalkK","SBC"
"Ortiz-ZayasJ","LUQ"
"OrwigD","HFR"
"OsborneD","HBR"
"OsburnE","CWT"
"OspinaM","LUQ"
"OsterkampT","BNZ"
"OstertagR","LUQ"
"OstreshS","LUQ"
"OstromN","KBS"
"OswaldW","HFR"
"OttmarR","BNZ"
"OuimetteA","HBR"
"OutinN","NCO"
"OuyangY","KBS"
"Owen-SmithP","SEV"
"PabstR","AND"
"PaceM","VCR"
"PaduaniM","FCE"
"PageH","SBC"
"PagesL","SEV"
"PaineK","SEV"
"PalazzoliI","VCR"
"PalenikB","CCE"
"PallantJ","HFR"
"PallinL","PAL"
"PaltaM","CAP"
"PanD","KBS"
"PanY","HFR"
"PangleR","SEV"
"PardoL","HBR"
"ParkerS","VCR"
"ParkinsonR","FCE"
"ParmenterR","SEV"
"ParsonsA","SEV"
"Parsons-FieldA","ARC"
"PasquarellaV","HFR"
"PassowU","SBC"
"PastoreM","CDR"
"PasulkaA","CCE"
"PatelM","HFR"
"PatilV","BNZ"
"PattersonO","HBR"
"Patterson-FraserD","PAL"
"PattonM","SEV"
"PaulE","KBS"
"PaulenichC","CCE"
"PazV","FCE"
"PeacockE","NES"
"PearsonS","CWT"
"PedersonN","HFR"
"PefferC","GCE"
"PegoraroE","BNZ"
"PembertonR","JRN"
"PenaG","CWT"
"PenalunaB","AND"
"PenningsS","GCE"
"PenzkoverK","MCM"
"PerakisS","AND"
"Peralta-TapiaA","HBR"
"PerezK","LUQ"
"Perez-ReyesO","LUQ"
"Perez-RuizE","JRN"
"PerngL","MCR"
"PetersA","NCO"
"PetersD","JRN"
"PetersD","SEV"
"PetersJ","SBC"
"PetersonA","GCE"
"PetersonB","NTL"
"PetersonR","GCE"
"PetersonS","BLE"
"PetrasD","CCE"
"PetrieG","MCM"
"PetrieM","SEV"
"Pett-RidgeJ","LUQ"
"Pett-RidgeJ","AND"
"PhillipsC","CWT"
"PhillipsC","LUQ"
"PickensF","AND"
"PickettS","BES"
"PierceE","HBR"
"PierceN","JRN"
"PiersonD","AND"
"PietrasiakN","JRN"
"PikeA","MCM"
"PinaA","JRN"
"PingC","BNZ"
"PisapiaC","MCR"
"PlazaC","BNZ"
"PockmanW","SEV"
"PolskyC","PIE"
"PontiusR","PIE"
"PopakA","FCE"
"PorazinskaD","MCM"
"Porras-AlfaroA","SEV"
"Portales-ReyesC","CDR"
"PorterA","BES"
"PorterJ","VCR"
"PossigerA","HBR"
"PotterA","MCR"
"PotterC","CDR"
"PotterJ","LUQ"
"PotterT","NWT"
"PourmokhtarianA","HBR"
"PowellA","SEV"
"PowerS","MCM"
"PowersM","AND"
"PratherC","LUQ"
"PresleyS","LUQ"
"PriceL","PAL"
"PriceR","FCE"
"PriceR","KBS"
"PrihodkoL","JRN"
"PrinceK","GCE"
"PringleC","CWT"
"PriscuJ","MCM"
"PruittJ","MCR"
"PuerzerF","SBC"
"PuntsagT","HBR"
"PusedeS","VCR"
"PutnamH","MCR"
"PuttockA","SEV"
"QiuJ","FCE"
"QuayR","CAP"
"QuebbemanA","LUQ"
"QuigleyM","KBS"
"QuintaniayH","BES"
"RachelsA","AND"
"RacitiS","BES"
"RaffJ","KBS"
"RaimondiP","SBC"
"RainsM","FCE"
"RakesJ","SEV"
"RamirezA","LUQ"
"RamirezG","JRN"
"RamseyJ","ARC"
"RandolphK","PAL"
"RansomM","KNZ"
"RantalaH","ARC"
"RassweilerA","SBC"
"RassweilerA","MCR"
"RastetterE","ARC"
"RasuE","KBS"
"RatajczakZ","KNZ"
"RatnerY","JRN"
"RaviS","SEV"
"RawlinsM","BLE"
"RayC","NWT"
"ReadA","PAL"
"RecordS","HFR"
"RedmanC","CAP"
"ReedD","SBC"
"ReeseE","LUQ"
"ReevesI","VCR"
"RegaC","BES"
"RegierP","FCE"
"RehageJ","FCE"
"ReichP","CDR"
"ReidM","KBS"
"ReidenbachM","VCR"
"ReimerA","KBS"
"ReimerJ","GCE"
"RemillardS","AND"
"RempleK","MCR"
"ReyesR","LUQ"
"ReynebeauE","MCM"
"ReynoldsL","FCE"
"Rhea-FournierD","LUQ"
"RhodesJ","KNZ"
"RibicC","PAL"
"RiceA","HBR"
"RiceC","KNZ"
"RiceJ","CWT"
"RiceM","MCR"
"RichK","BNZ"
"RichardsC","GCE"
"RichardsJ","FCE"
"RichardsT","GCE"
"RichardsonA","HBR"
"RichardsonA","HFR"
"RichardsonB","LUQ"
"RichardsonD","NES"
"RichardsonM","LUQ"
"RichinsA","SEV"
"RickettsD","KNZ"
"RinehartA","SEV"
"RipplingerJ","CAP"
"RitchisonB","GCE"
"RiveraF","LUQ"
"RiveraJ","KNZ"
"RiveraS","CCE"
"RiveraS","JRN"
"Rivera GutierrezW","LUQ"
"Rivera TiradoR","LUQ"
"Rivera-MonroyV","FCE"
"RivestE","MCR"
"RoadmanM","CCE"
"RobertsD","SBC"
"RobertsonG","KBS"
"RobertsonM","BNZ"
"RobichaudR","SEV"
"RobinsonA","SEV"
"RobinsonD","MCM"
"RobinsonM","GCE"
"RochaA","ARC"
"RodemannJ","FCE"
"RodenhizerH","BNZ"
"RodenhouseN","HBR"
"RodriguezE","PIE"
"Rodriguez-CabalM","BNZ"
"Rodríguez-CardonaB","LUQ"
"RognstadR","SBC"
"RohrT","PAL"
"RoleyS","KBS"
"RomanoE","BNZ"
"RomanovskyV","BNZ"
"RomeroE","SBC"
"RomeroL","SBC"
"Romero-LankaoP","ARC"
"RomneyC","MCM"
"RomoliniM","BES"
"RosasQ","JRN"
"RoseA","MCM"
"RosemondA","CWT"
"RosiE","BES"
"RosmanJ","MCR"
"RossM","FCE"
"RostkowskiS","KNZ"
"RothM","KBS"
"RoweH","CAP"
"RoweR","ARC"
"RoyM","PIE"
"Roy ChowdhuryR","FCE"
"RuachoA","CCE"
"RubensteinM","HBR"
"RuddellB","CAP"
"RudgersJ","SEV"
"RudnickD","CCE"
"RudnickD","FCE"
"RuessR","BNZ"
"RuessR","SEV"
"RuggeM","FCE"
"RuhalaS","KBS"
"RuizP","FCE"
"Ruiz-PlancarteJ","VCR"
"RuppD","BNZ"
"RuppT","BNZ"
"RuppV","BES"
"RustadL","HBR"
"RutherfordW","JRN"
"RyanM","SEV"
"RyersonD","SEV"
"RynearsonT","NES"
"RyskampM","KBS"
"SaarinenJ","FCE"
"Saavedra HortuaD","FCE"
"SabaG","PAL"
"ŠabackáM","MCM"
"SaccardiB","LUQ"
"SahJ","FCE"
"SahnowS","AND"
"SailorD","CAP"
"SainzJ","SBC"
"SalaL","CCE"
"SalaO","JRN"
"SalazarD","SBC"
"SampsonD","CAP"
"SampsonS","SBC"
"SanchezC","CAP"
"SanchezJ","FCE"
"SandercockB","KNZ"
"SandermanJ","KBS"
"Sanders-DemottR","HBR"
"SandwickM","KNZ"
"SanfordG","KBS"
"SantiagoJ","LUQ"
"SantoroA","SBC"
"SantosE","KNZ"
"SantosM","KNZ"
"SantosR","FCE"
"SappA","GCE"
"SarkerS","FCE"
"SarutaV","SEV"
"SaundersC","FCE"
"SavageA","SEV"
"SavoyH","JRN"
"ScaifeC","CWT"
"SchaedelC","BNZ"
"SchaedlaB","SEV"
"SchaefferK","JRN"
"SchallesJ","GCE"
"SchildhauerM","NCO"
"SchimelJ","SBC"
"SchlumpfM","SEV"
"SchmeltzerE","MCR"
"SchmidtJ","BNZ"
"SchmidtS","AND"
"SchmidtS","NWT"
"SchmidtT","KBS"
"SchmiedingS","AND"
"SchmittR","MCR"
"SchneckR","PIE"
"SchneiderD","NWT"
"SchofieldO","PAL"
"SchonhoffB","FCE"
"SchoolerN","SBC"
"SchooleyR","JRN"
"SchrackE","GCE"
"SchraderS","JRN"
"SchroeterS","SBC"
"Schubauer-BeriganJ","GCE"
"SchuetteJ","KBS"
"SchulteN","MCM"
"SchultheisL","KBS"
"SchultzC","PAL"
"SchulzeM","AND"
"SchuurE","BNZ"
"SchwartzK","FCE"
"SchwenckS","CCE"
"ScintoL","FCE"
"SciuscoP","KBS"
"ScottD","KNZ"
"ScottJ","CWT"
"ScottS","PIE"
"SeabloomE","CDR"
"SeastedtT","NWT"
"SebestyenS","HBR"
"SebilianS","VCR"
"SeeC","CDR"
"SeguraC","AND"
"SeloverN","CAP"
"SendU","CCE"
"SerchanS","AND"
"SerranoJ","MCR"
"ServaisS","FCE"
"SextonJ","AND"
"SeydelK","MCR"
"ShadeA","KBS"
"ShaferS","AND"
"ShalackJ","GCE"
"ShamhartJ","ARC"
"ShanS","HBR"
"ShantzA","MCR"
"SharmaA","LUQ"
"SharpS","GCE"
"SharpeJ","LUQ"
"ShattuckM","LUQ"
"ShaverG","ARC"
"ShawD","SEV"
"ShawD","AND"
"ShaykaB","MCR"
"SheehanG","ARC"
"SheldonJ","GCE"
"SheldonW","GCE"
"SheltonN","PAL"
"ShepherdM","CWT"
"SherrellR","PAL"
"SherryT","HBR"
"SherwellS","MCM"
"ShielsA","LUQ"
"ShresthaM","CAP"
"ShuaiG","KBS"
"ShumanB","HFR"
"ShumwayJ","MCM"
"SibleyA","AND"
"SiegelD","SBC"
"SigmanM","NGA"
"SilbergJ","SEV"
"SilbigerN","MCR"
"SillettS","HBR"
"SillimanB","GCE"
"SilverW","LUQ"
"SimicA","KBS"
"SimmonsJ","KBS"
"SimmsA","SBC"
"SimonS","SBC"
"SimonsR","SBC"
"SimpsonR","ARC"
"SinclairM","VCR"
"SinghN","CWT"
"SingleyJ","MCM"
"SinsabaughR","SEV"
"SiravoA","MCR"
"SjodinA","LUQ"
"SklarF","FCE"
"SletteI","KNZ"
"SmallA","PAL"
"SmithA","FCE"
"SmithC","FCE"
"SmithD","VCR"
"SmithD","GCE"
"SmithD","KNZ"
"SmithF","SEV"
"SmithJ","NWT"
"SmithJ","SBC"
"SmithK","CAP"
"SmithM","FCE"
"SmithM","KNZ"
"SmithS","FCE"
"SmithT","FCE"
"SmithJ","CCE"
"SmoakJ","FCE"
"SmootC","NGA"
"SmootC",""
"SmuckerA","KBS"
"SnappS","KBS"
"SnowP","HFR"
"SobekC","CWT"
"SodergrenC","AND"
"SojkaS","VCR"
"SolohinE","GCE"
"SolomonK","CWT"
"SomerdayR","JRN"
"SommerS","NWT"
"SontiN","BES"
"SorensenP","HBR"
"SorrellsR","CWT"
"SosikH","NES"
"SourdrilA","CWT"
"SparrowE","BNZ"
"SpasojevicM","NWT"
"SpeareK","SBC"
"SpecterB","SEV"
"SpellmanK","BNZ"
"SpiesT","AND"
"SpitzY","BLE"
"SpivakA","PIE"
"SrednikG","MCR"
"SridharB","HBR"
"St. PierreL","HBR"
"StahlheberK","KBS"
"StammerjohnS","PAL"
"StangeE","HBR"
"StankavichS","LUQ"
"StanleyR","NES"
"StarrG","FCE"
"StarrG","ARC"
"StaudhammerC","FCE"
"SteeleC","JRN"
"SteinbergD","PAL"
"SteinbergK","SEV"
"SteppJ","FCE"
"SternR","HBR"
"StevensS","NTL"
"StewardG","PAL"
"StewartQ","CAP"
"StierA","SBC"
"StierA","MCR"
"StillC","AND"
"StinglU","FCE"
"StinsonK","HFR"
"StoneM","SEV"
"StoneM","MCM"
"StovallM","JRN"
"StrahmB","CWT"
"StricklandB","FCE"
"StrimbuB","AND"
"StromS","NGA"
"StuartD","KBS"
"StuartJ","BNZ"
"StuddsC","BES"
"StuderL","HBR"
"StukelM","CCE"
"StukelM","PAL"
"StutzS","SEV"
"SudingK","NWT"
"SuganoC","SBC"
"SullivanJ","CWT"
"SullivanK","FCE"
"SullivanP","KNZ"
"SunC","VCR"
"SundbergK","PIE"
"Suzart de AlbuquerqueF","CAP"
"SveinbjornssonB","BNZ"
"SwallowS","VCR"
"SwanC","BES"
"SwansonF","AND"
"SwartzA","AND"
"SweetJ","SBC"
"SwintonS","KBS"
"SydemanW","CCE"
"SzlaveczK","BES"
"TagueC","SBC"
"Takacs-VesbachC","SEV"
"Takacs-VesbachC","MCM"
"TangJ","HFR"
"TaylorD","BNZ"
"TaylorD","SEV"
"TaylorJ","KNZ"
"TaylorM","BNZ"
"TedfordK","VCR"
"TeichertZ","JRN"
"TemmeA","KNZ"
"TemplerP","HBR"
"ThelenK","KBS"
"ThibaultJ","SEV"
"ThibodeauP","PAL"
"ThielerK","NES"
"Th?lusmondJ","KBS"
"ThomasC","AND"
"ThomasD","AND"
"ThomasS","FCE"
"ThompsonA","MCM"
"ThompsonJ","LUQ"
"ThompsonJ","HFR"
"ThompsonV","GCE"
"ThorntonD","CWT"
"ThroopH","CAP"
"ThroopH","SEV"
"ThurberA","AND"
"ThurberA","MCR"
"TiedjeJ","KBS"
"TiemannL","KBS"
"TilmanD","CDR"
"TobiasF","FCE"
"ToblerC","KNZ"
"ToblerM","KNZ"
"ToddT","KNZ"
"ToolsonE","SEV"
"ToonenR","MCR"
"ToosiE","KBS"
"TorrensC","MCM"
"TorresE","LUQ"
"TorresW","MCR"
"TortellP","PAL"
"TosaM","AND"
"TrailF","KBS"
"TraviesoR","FCE"
"TreibergsL","MCM"
"TrexlerJ","FCE"
"TrinhR","PAL"
"TroxlerT","FCE"
"TroyA","BES"
"TsounisG","MCR"
"TuckerJ","PIE"
"TuleyP","VCR"
"TumbalamP","KBS"
"TuretskyM","BNZ"
"TurnbullL","SEV"
"TurnerB","CAP"
"TurnerC","NGA"
"TurnerT","SEV"
"TurnleyK","AND"
"TwardochlebL","KBS"
"TweedieC","JRN"
"TwilleyR","FCE"
"TylerC","VCR"
"UdellC","AND"
"UnthankK","FCE"
"UrbanM","ARC"
"UriarteM","LUQ"
"UryckiD","AND"
"VadeboncoeurM","HBR"
"ValdezA","SBC"
"ValentineV","PIE"
"VallinoJ","PIE"
"Van BaelS","FCE"
"Van DeynzeB","KBS"
"Van GestelN","PAL"
"Van HornD","SEV"
"VanderbiltK","FCE"
"VanderjeugdtE","PIE"
"VanderWulpS","KBS"
"VanderzeeD","SBC"
"VanPeltS","SEV"
"VanScoyM","HFR"
"VargasR","SEV"
"VeachA","KNZ"
"Vega-ThurberR","MCR"
"VenhermC","GCE"
"VerbylaD","BNZ"
"VerheijenB","KNZ"
"VictoroffC","HBR"
"VidalesR","FCE"
"VierlingL","ARC"
"VillasenorA","SEV"
"VilonenL","KNZ"
"VimercatiL","NWT"
"ViolaS","SBC"
"VirdenD","FCE"
"VisoR","GCE"
"VivoniE","JRN"
"VivoniE","CAP"
"VivoniE","SEV"
"VoegtlinD","KBS"
"VoightR","BNZ"
"VoigtB","BES"
"VolaricM","VCR"
"VorsethC","FCE"
"VuyovichC","HBR"
"WachnickaA","FCE"
"WagnerD","BNZ"
"WagnerS","JRN"
"WagnonC","JRN"
"WaideR","LUQ"
"WaideR","SEV"
"WainwrightJ","SEV"
"WaldorfA","GCE"
"WaldropM","BNZ"
"WalkerD","ARC"
"WalkerL","LUQ"
"WallensteinM","ARC"
"WalshJ","BES"
"WaltersC","CDR"
"WalusA","PIE"
"WangG","SEV"
"WangS","KBS"
"WangZ","CAP"
"WardA","AND"
"WardJ","MCM"
"WardS","LUQ"
"WaresJ","GCE"
"WarneR","SEV"
"WarrenD","AND"
"WarrenP","CAP"
"WashburnL","SBC"
"WatkinsJ","CWT"
"WatkinsM","CAP"
"WdowinskiS","FCE"
"WeaverM","CAP"
"WeaverS","BNZ"
"WebbN","JRN"
"WebbR","NWT"
"Weber-GrullónL","JRN"
"WebsterJ","CWT"
"WedelE","KNZ"
"WeedD","KBS"
"WeeseD","KBS"
"WehmasM","BNZ"
"WeinsteinB","PAL"
"WeintraubM","ARC"
"WeissK",""
"WeitzmanJ","HBR"
"WelchK","MCM"
"WelchS","MCM"
"WelchZ","SBC"
"Welch-DevineM","CWT"
"WeldyM","AND"
"WellerN","CAP"
"WelshoferK","KBS"
"WeltiE","KNZ"
"WeltyC","BES"
"WendelbergerK","FCE"
"WengerS","CWT"
"WenningerA","BNZ"
"WentzE","CAP"
"WentzK","NWT"
"WessmanC","NWT"
"WesterhoffP","CAP"
"Westlake StoreyR","CCE"
"WestonN","PIE"
"WestphalL","BES"
"WetherleyE","SBC"
"WheelerM","CAP"
"WhelanK","FCE"
"WhilesM","KNZ"
"WhiteC","SEV"
"WhiteD","ARC"
"WhiteD","CAP"
"WhiteL","SEV"
"WhiteakerT","BLE"
"WhitmanD","FCE"
"WhitmerA","SBC"
"WhitmoreB","CCE"
"WhitneyC","PIE"
"WhitneyK","SEV"
"WibergP","VCR"
"WickingsK","KBS"
"WidrickA","MCR"
"WiedenfeldA","JRN"
"WiederW","NWT"
"Wiggam-RickettsS","KNZ"
"WilbanksL","SBC"
"WilcoxK","KNZ"
"WilcoxK","SEV"
"WildA","HBR"
"WilkinsonJ","CCE"
"WilliamsC","HFR"
"WilliamsL","KNZ"
"WilligM","LUQ"
"WillsB","KBS"
"WilmkingM","BNZ"
"WilsonB","FCE"
"WilsonG","KNZ"
"WilsonG","HBR"
"WilsonL","AND"
"WilsonS","FCE"
"WindersK","KNZ"
"WinnickiS","KNZ"
"WinslowE","MCR"
"WinterA","SEV"
"WintersteinM","BNZ"
"WintonL","BNZ"
"Withrow-RobinsonB","AND"
"WittlingerS","CAP"
"WlostowskiA","MCM"
"WofsyS","HFR"
"WolfB","SEV"
"WollheimW","PIE"
"WondzellS","AND"
"WongJ","SBC"
"WongS","SBC"
"WoodL","VCR"
"WoodT","LUQ"
"WoodsJ","SBC"
"WoodsN","VCR"
"WoolbrightL","LUQ"
"WoosterT","HBR"
"WormK","CDR"
"WozniakJ","FCE"
"WraggP","CDR"
"WrightK","SEV"
"WrightW","SBC"
"WuW","LUQ"
"WunderleJ","LUQ"
"WurzburgerN","CWT"
"WutichA","CAP"
"WyattK","BNZ"
"WymoreA","LUQ"
"XiaY","KNZ"
"XuJ","KBS"
"YamashitaY","FCE"
"YanaiR","HBR"
"YangW","KBS"
"YangX","VCR"
"YangY","HBR"
"YangY","CDR"
"YaoJ","SEV"
"YaoQ","FCE"
"YarieJ","BNZ"
"YavittJ","HBR"
"YazzieS","CAP"
"YesilonisI","BES"
"YoderL","FCE"
"YooG","PIE"
"YorkA","CAP"
"YorkeC","SBC"
"YoshikawaK","BNZ"
"YoungA","HBR"
"YoungD","VCR"
"YoungK","SEV"
"YuM","LUQ"
"ZahorecA","KBS"
"ZangX","VCR"
"ZaricorM","KNZ"
"ZarnetskeJ","KBS"
"ZarnetskeP","KBS"
"ZatkosL","AND"
"ZawatskiM","PIE"
"ZeglinL","KNZ"
"ZengX","LUQ"
"ZettlemoyerM","KBS"
"ZhaiL","FCE"
"ZhangG","GCE"
"ZhangJ","JRN"
"ZhangK","FCE"
"ZhangS","GCE"
"ZhangX","PIE"
"ZhangY","GCE"
"ZhangY","CWT"
"ZhaoB","AND"
"ZhaoJ","KBS"
"ZhaoJ","FCE"
"ZhaoX","FCE"
"ZhouJ","BNZ"
"ZhouQ","LUQ"
"ZhouZ","HBR"
"ZhuQ","VCR"
"ZietlowD","CWT"
"ZimmermanC","LUQ"
"ZimmermanJ","LUQ"
"ZimmermanR","SBC"
"ZimmermanS","MCR"
"ZinnertJ","VCR"
"ZisnerC","CAP"
"ZlotinR","SEV"
"ZolnerowichG","KNZ"
"ZouX","LUQ"
"ZoumplisA","MCM"
"ZwartJ","NTL"
"AanderudZ","KBS"
"AanderudZ","MCM"
"AbbottM","AND"
"AbbottL","JRN"
"AbdulhadiR","INT"
"AbernathyH","CWT"
"AbrahamsA","NWK"
"AbramoffR","HFR"
"Abu-SalemM","JRN"
"AckerS","AND"
"AckerfieldJ","KNZ"
"AckermanT","NWT"
"AckleyJ","CAP"
"AcostaD","MCM"
"AdairC","CDR"
"AdamsE","MCM"
"AdamsH","ARC"
"AdamsE","VCR"
"AdamsonT","SEV"
"AdattoI","FCE"
"AdlerP","SGS"
"AdoniD","LNO"
"AgarM","SEV"
"AgrawalA","LNO"
"AguiarA","VCR"
"AguiarM","SGS"
"AhmedB","CAP"
"Aitkenhead-PetersonJ","LUQ"
"AkeH","SBC"
"Al-HajA","VCR"
"AlbaC","SGS"
"AlberM","GCE  "
"AlbersG","GCE"
"AlbrightT","CWT"
"AlexanderP","NTL"
"AlexanderM","NTL  "
"Alexander-OzinskasM","ARC"
"AlfieriJ","SGS"
"AllenP","MCM"
"AllenJ","SBC"
"AllenD","SEV"
"AllenT","NTL"
"AllenD","PIE"
"AllenJ","CAP"
"AllenA","ARC"
"AllenK","CWT"
"AllstottE","NWT"
"AlonsoM","INT"
"Alonso-RodríguezA","LUQ"
"AlpaughT","NCO"
"AlsipB","MCM"
"AltbackerV","INT"
"AltmannG","BNZ"
"AlvaradoE","FCE"
"AlvarezL","JRN"
"AmftJ","GCE"
"AmiriS","SBC"
"AmorosoV","INT"
"AnN","KNZ"
"AnanyevaK","KBS"
"AndersonR","INT"
"AndersonA","SGS"
"AndersonM","INT"
"AndersonC","KBS"
"AndersonJ","AND"
"AndersonD","JRN"
"AndersonB","FCE"
"AndersonC","SBC"
"AndersonM","NTL"
"AndersonZ","CWT"
"AndersonK","NTL"
"AndersonC","BNZ"
"AnderssonF","INT"
"AndradeF","INT"
"AndrewsK","LNO"
"AndrewsM","NWT"
"AndrewsE","MCM  "
"AndrusC","CWT"
"AndrusR","NWT"
"AngellA","BNZ"
"AngertA","SGS"
"AngheraM","SBC"
"AngladaP","LUQ"
"AnglenB","MCM"
"AnguloM","LUQ"
"AnselinL","CAP"
"AnsteadK","GCE"
"AnthonyM","HFR"
"AnthonyR","AND"
"AntolinM","SGS"
"AntoninkaA","CDR"
"AntonopoulosD","KBS"
"AntoshE","HBR"
"Aoki L","VCR"
"AracheA","LUQ"
"ArangoC","KBS"
"ArchibaldJ","NWK"
"ArkemaK","SBC"
"ArmbrusterW","BNZ"
"ArmentanoT","FCE"
"ArmestoJ","INT"
"ArmitageA","FCE"
"ArmstrongD","NTL"
"ArnoldB","MCM"
"ArrowsmithJ","CAP"
